DATE,TIME,SPO2,PULSE
2015-01-01, 06:22:37, 98, 65
2015-01-01, 06:22:38, 98, 65
2015-01-01, 06:22:39, 98, 65
2015-01-01, 06:22:40, 98, 65
2015-01-01, 06:22:41, 98, 65
2015-01-01, 06:22:42, 98, 65
2015-01-01, 06:22:43, 98, 65
2015-01-01, 06:22:44, 98, 65
2015-01-01, 06:22:45, 98, 65
2015-01-01, 06:22:46, 98, 65
2015-01-01, 06:22:47, 98, 64
2015-01-01, 06:22:48, 98, 64
2015-01-01, 06:22:49, 98, 64
2015-01-01, 06:22:50, 98, 64
2015-01-01, 06:22:51, 98, 64
2015-01-01, 06:22:52, 98, 64
2015-01-01, 06:22:53, 98, 65
2015-01-01, 06:22:54, 98, 65
2015-01-01, 06:22:55, 98, 66
2015-01-01, 06:22:56, 98, 66
2015-01-01, 06:22:57, 98, 66
2015-01-01, 06:22:58, 98, 66
2015-01-01, 06:22:59, 98, 66
2015-01-01, 06:23:00, 98, 67
2015-01-01, 06:23:01, 98, 67
2015-01-01, 06:23:02, 98, 67
2015-01-01, 06:23:03, 98, 67
2015-01-01, 06:23:04, 98, 67
2015-01-01, 06:23:05, 98, 67
2015-01-01, 06:23:06, 98, 67
2015-01-01, 06:23:07, 98, 67
2015-01-01, 06:23:08, 98, 67
2015-01-01, 06:23:09, 98, 67
2015-01-01, 06:23:10, 98, 67
2015-01-01, 06:23:11, 98, 66
2015-01-01, 06:23:12, 98, 66
2015-01-01, 06:23:13, 98, 65
2015-01-01, 06:23:14, 98, 65
2015-01-01, 06:23:15, 98, 64
2015-01-01, 06:23:16, 98, 63
2015-01-01, 06:23:17, 98, 63
2015-01-01, 06:23:18, 98, 63
2015-01-01, 06:23:19, 98, 63
2015-01-01, 06:23:20, 98, 63
2015-01-01, 06:23:21, 98, 63
2015-01-01, 06:23:22, 98, 64
2015-01-01, 06:23:23, 98, 64
2015-01-01, 06:23:24, 98, 64
2015-01-01, 06:23:25, 98, 64
2015-01-01, 06:23:26, 98, 65
2015-01-01, 06:23:27, 98, 65
2015-01-01, 06:23:28, 98, 65
2015-01-01, 06:23:29, 98, 64
2015-01-01, 06:23:30, 98, 64
2015-01-01, 06:23:31, 98, 64
2015-01-01, 06:23:32, 98, 64
2015-01-01, 06:23:33, 98, 64
2015-01-01, 06:23:34, 98, 64
2015-01-01, 06:23:35, 98, 65
2015-01-01, 06:23:36, 98, 64
2015-01-01, 06:23:37, 98, 65
2015-01-01, 06:23:38, 98, 65
2015-01-01, 06:23:39, 98, 65
2015-01-01, 06:23:40, 98, 65
2015-01-01, 06:23:41, 98, 65
2015-01-01, 06:23:42, 98, 65
2015-01-01, 06:23:43, 98, 65
2015-01-01, 06:23:44, 98, 65
2015-01-01, 06:23:45, 98, 66
2015-01-01, 06:23:46, 98, 67
2015-01-01, 06:23:47, 98, 67
2015-01-01, 06:23:48, 98, 68
2015-01-01, 06:23:49, 98, 68
2015-01-01, 06:23:50, 98, 69
2015-01-01, 06:23:51, 98, 69
2015-01-01, 06:23:52, 98, 69
2015-01-01, 06:23:53, 98, 69
2015-01-01, 06:23:54, 98, 69
2015-01-01, 06:23:55, 98, 68
2015-01-01, 06:23:56, 98, 68
2015-01-01, 06:23:57, 98, 68
2015-01-01, 06:23:58, 98, 68
2015-01-01, 06:23:59, 98, 67
2015-01-01, 06:24:00, 98, 67
2015-01-01, 06:24:01, 98, 67
2015-01-01, 06:24:02, 98, 66
2015-01-01, 06:24:03, 98, 66
2015-01-01, 06:24:04, 98, 66
2015-01-01, 06:24:05, 98, 66
2015-01-01, 06:24:06, 98, 66
2015-01-01, 06:24:07, 98, 66
2015-01-01, 06:24:08, 98, 66
2015-01-01, 06:24:09, 98, 66
2015-01-01, 06:24:10, 98, 66
2015-01-01, 06:24:11, 98, 66
2015-01-01, 06:24:12, 98, 66
2015-01-01, 06:24:13, 98, 66
2015-01-01, 06:24:14, 98, 66
2015-01-01, 06:24:15, 98, 66
2015-01-01, 06:24:16, 98, 66
2015-01-01, 06:24:17, 98, 65
2015-01-01, 06:24:18, 98, 65
2015-01-01, 06:24:19, 99, 65
2015-01-01, 06:24:20, 99, 64
2015-01-01, 06:24:21, 99, 64
2015-01-01, 06:24:22, 99, 64
2015-01-01, 06:24:23, 99, 63
2015-01-01, 06:24:24, 98, 63
2015-01-01, 06:24:25, 98, 63
2015-01-01, 06:24:26, 98, 63
2015-01-01, 06:24:27, 98, 63
2015-01-01, 06:24:28, 98, 63
2015-01-01, 06:24:29, 98, 63
2015-01-01, 06:24:30, 98, 64
2015-01-01, 06:24:31, 98, 64
2015-01-01, 06:24:32, 98, 65
2015-01-01, 06:24:33, 98, 65
2015-01-01, 06:24:34, 98, 65
2015-01-01, 06:24:35, 98, 65
2015-01-01, 06:24:36, 98, 65
2015-01-01, 06:24:37, 98, 65
2015-01-01, 06:24:38, 98, 65
2015-01-01, 06:24:39, 98, 65
2015-01-01, 06:24:40, 98, 65
2015-01-01, 06:24:41, 98, 65
2015-01-01, 06:24:42, 98, 64
2015-01-01, 06:24:43, 98, 64
2015-01-01, 06:24:44, 98, 63
2015-01-01, 06:24:45, 98, 63
2015-01-01, 06:24:46, 98, 63
2015-01-01, 06:24:47, 98, 63
2015-01-01, 06:24:48, 98, 63
2015-01-01, 06:24:49, 98, 63
2015-01-01, 06:24:50, 98, 64
2015-01-01, 06:24:51, 98, 64
2015-01-01, 06:24:52, 98, 65
2015-01-01, 06:24:53, 98, 65
2015-01-01, 06:24:54, 98, 66
2015-01-01, 06:24:55, 98, 66
2015-01-01, 06:24:56, 98, 66
2015-01-01, 06:24:57, 98, 67
2015-01-01, 06:24:58, 98, 67
2015-01-01, 06:24:59, 98, 67
2015-01-01, 06:25:00, 98, 67
2015-01-01, 06:25:01, 98, 67
2015-01-01, 06:25:02, 98, 67
2015-01-01, 06:25:03, 98, 67
2015-01-01, 06:25:04, 98, 67
2015-01-01, 06:25:05, 98, 67
2015-01-01, 06:25:06, 98, 67
2015-01-01, 06:25:07, 98, 67
2015-01-01, 06:25:08, 98, 66
2015-01-01, 06:25:09, 98, 66
2015-01-01, 06:25:10, 98, 65
2015-01-01, 06:25:11, 98, 65
2015-01-01, 06:25:12, 98, 64
2015-01-01, 06:25:13, 98, 64
2015-01-01, 06:25:14, 98, 63
2015-01-01, 06:25:15, 98, 63
2015-01-01, 06:25:16, 98, 63
2015-01-01, 06:25:17, 98, 63
2015-01-01, 06:25:18, 98, 63
2015-01-01, 06:25:19, 98, 63
2015-01-01, 06:25:20, 98, 64
2015-01-01, 06:25:21, 98, 64
2015-01-01, 06:25:22, 98, 65
2015-01-01, 06:25:23, 98, 65
2015-01-01, 06:25:24, 98, 66
2015-01-01, 06:25:25, 98, 66
2015-01-01, 06:25:26, 98, 66
2015-01-01, 06:25:27, 98, 66
2015-01-01, 06:25:28, 98, 66
2015-01-01, 06:25:29, 98, 66
2015-01-01, 06:25:30, 98, 66
2015-01-01, 06:25:31, 98, 66
2015-01-01, 06:25:32, 98, 66
